id,age,gender,height,weight,eduation,job_current
12900,23094,1,157,80,3,9
12901,18896,1,160,58,1,27
12903,19537,1,162,70,3,18
12904,19774,1,147,69,4,16
12905,17633,2,174,77,2,17
12906,18891,2,170,80,2,18
12908,14553,2,180,106,2,20
12909,18140,2,173,74,1,29
12911,21832,2,168,70,2,13
12912,19448,2,174,80,1,23
12913,22553,1,160,81,3,29
12915,21135,2,169,67,3,27
12918,15862,2,170,90,3,25
12919,21848,1,152,50,3,27
12920,17406,2,171,87,2,19
12923,14692,1,157,76,2,16
12924,19064,2,157,61,4,19
12925,16743,1,171,72,4,27
12926,21278,2,174,112,4,15
12927,20546,1,163,70,1,19
12928,19708,1,169,72,1,12
12929,17532,2,170,83,4,29
12930,15889,2,181,95,3,12
12931,23326,2,162,60,3,9
12932,20034,1,156,60,3,24
12933,18943,1,162,80,1,2
12934,17436,1,171,65,4,16
12935,19004,1,162,118,3,29
12936,18220,1,160,,4,14
12937,15833,1,167,77,2,7
12938,19827,1,169,70,1,6
12943,21288,2,171,103,2,8
12945,18194,1,152,90,4,25
12946,20315,1,170,74,2,28
12947,21838,1,155,52,2,23
12948,22561,2,181,85,4,26
12950,21105,2,174,79,4,15
12953,18477,1,165,54,2,18
12959,16084,1,169,65,3,10
12962,15324,2,175,70,2,14
12963,18372,1,165,65,1,2
12964,14781,1,170,68,4,23
12966,23247,1,165,65,2,21
12967,21224,2,173,106,3,13
12968,21940,2,160,60,2,6
12969,14689,2,169,68,3,7
12972,15490,1,158,65,4,8
12973,23076,2,167,80,3,28
12974,21686,1,161,71,4,8
12976,22554,1,154,60,2,6
12977,21923,1,164,70,1,10
12979,23285,1,164,100,4,16
12980,21343,1,157,80,1,19
12982,18874,2,170,74,4,6
12983,19597,1,168,67,2,1
12986,21253,1,159,59,4,14
12987,21273,2,176,96,4,20
12988,18352,1,159,122,2,25
12989,14593,1,159,104,4,16
12990,14689,1,161,87,1,20
12991,21890,2,169,61,4,2
12993,21164,1,161,72,1,10
12994,15410,1,169,69,4,6
12995,14888,1,152,,1,26
12996,18302,1,169,98,2,5
12997,17997,2,170,70,2,17
12998,23558,1,156,60,3,19
12999,21663,1,159,67,2,11
13000,18137,1,165,67,3,12
13001,20332,1,159,58,2,4
13003,15951,2,173,104,2,14
13005,19550,2,170,83,2,24
13007,22191,1,160,92,3,21
13008,16601,2,175,69,3,28
13010,18990,2,175,77,2,20
13013,23572,1,150,74,1,21
13015,19273,2,178,92,4,13
13016,20160,1,164,100,4,19
13017,20556,2,168,77,3,18
13018,15839,1,168,65,4,3
13019,19665,1,154,93,3,28
13020,22079,1,150,58,1,28
13021,22611,2,162,56,2,23
13022,20374,1,156,128,2,15
13023,20528,1,142,50,2,23
13024,19131,1,165,63,3,10
13025,19099,1,156,71,3,15
13026,18378,2,167,68,1,22
13029,18948,1,165,62,4,14
13031,20399,1,161,55,4,7
13032,22583,1,155,66,2,21
13033,14599,1,162,62,3,5
13034,16715,1,160,66,3,12
13035,16013,2,178,88,4,6
13036,23507,2,174,99,4,13
13037,16536,1,150,49,2,17
13038,17409,2,163,82,4,3
13039,19703,1,165,65,2,29
13040,16098,1,150,56,3,26
13041,16875,2,173,71,4,18
13044,18274,1,165,81,2,1
13046,21294,1,161,78,2,11
13048,21024,1,148,60,2,15
13049,21272,2,172,86,1,3
13050,23523,1,160,71,3,19
13051,22022,1,159,75,1,14
13052,21715,2,173,91,1,14
13053,18970,2,164,102,4,2
13054,21802,1,156,75,3,16
13055,21645,1,162,106,4,19
13058,17353,2,167,73,3,6
13059,18108,1,167,72,4,3
13060,18245,1,157,59,1,11
13061,19610,1,159,64,4,13
13062,19724,1,153,60,2,2
13063,21200,1,163,74,2,10
13064,16230,1,164,55,4,9
13065,23408,1,169,85,2,21
13066,19078,1,165,71,3,28
13067,21335,1,168,78,4,7
13068,22490,1,157,82,3,3
13070,21967,1,157,85,2,18
13071,16799,1,163,64,3,29
13072,20351,1,147,92,3,1
13073,21008,1,158,67,3,16
13074,18837,1,178,89,3,15
13076,15261,1,163,72,3,24
13078,19867,1,158,83,1,16
13080,20307,2,167,74,4,12
13083,19056,1,157,70,3,27
13084,14537,1,159,61,3,8
13085,19825,1,170,63,2,28
13086,16527,1,158,62,2,24
13087,17455,1,169,68,1,23
13088,19851,1,174,65,4,25
13089,19093,1,168,90,2,19
13090,21032,1,168,70,4,7
13091,16086,1,165,90,4,19
13092,16023,2,164,60,3,24
13094,20545,2,170,70,1,20
13095,14645,1,168,79,4,16
13097,14478,1,152,57,3,25
13098,20545,1,161,82,2,16
13099,22039,1,158,72,2,14
13100,16888,2,168,89,1,4
13102,23413,1,165,63,2,9
13103,19670,2,177,72,3,5
13104,16234,2,165,68,1,20
13105,20539,1,152,71,1,1
13106,17530,2,167,73,3,21
13107,14765,1,165,60,3,17
13108,16643,2,154,76,4,24
13109,21926,1,167,95,1,19
13110,21998,1,158,90,1,8
13111,17553,2,175,84,2,1
13113,22826,2,160,60,2,9
13114,21194,1,164,60,4,6
13115,23130,1,160,88,1,18
13116,20236,2,176,93,4,4
13117,16239,2,172,102,3,1
13119,18263,1,154,94,3,4
13120,22520,1,158,68,1,26
13121,21142,2,169,80,1,11
13122,19202,2,176,94,1,30
13125,18466,1,166,100,4,2
13126,18348,2,158,54,2,20
13128,20351,1,171,73,4,4
13130,18258,1,158,112,1,23
13133,19041,2,167,85,4,28
13134,21866,1,177,65,3,24
13135,19611,1,158,84,1,25
13136,19144,1,167,64,4,30
13137,18937,2,169,66,3,23
13138,15893,2,168,60,2,9
13139,21162,1,160,60,4,14
13141,19932,2,160,,1,5
13142,16772,1,160,65,2,6
13144,18293,1,152,89,2,25
13145,20248,2,183,89,1,29
13147,16624,1,165,66,3,29
13149,14827,1,160,,3,30
13150,21278,1,162,86,4,20
13151,18152,2,182,76,1,10
13153,20586,1,157,55,2,14
13154,23227,2,170,77,2,8
13155,21894,2,171,71,1,22
13156,16747,2,178,67,4,19
13157,16044,1,154,68,4,19
13158,19069,2,163,61,4,9
13160,19915,1,170,101,1,11
13161,22002,2,162,73,2,7
13163,18961,1,153,58,2,9
13165,14474,2,172,55,1,20
13166,21770,1,150,41,4,25
13167,21443,1,160,78,4,1
13168,21202,1,156,62,2,26
13169,19583,1,169,74,3,10
13170,19721,1,157,89,2,2
13171,16824,2,154,65,1,18
13174,19508,1,160,58,4,15
13175,19771,1,160,62,1,7
13176,22678,1,148,58,1,27
13178,21038,1,150,56,3,16
13179,15234,1,158,74,2,11
13180,20477,2,157,63,4,25
13183,20363,2,179,94,2,5
13184,16801,2,171,99,2,9
13186,19702,1,154,79,3,14
13187,18227,1,156,78,4,22
13189,18175,1,169,82,3,19
13190,20639,1,155,84,3,29
13191,19963,2,160,60,1,29
13192,17288,2,170,78,4,24
13194,19085,2,167,78,4,6
13196,17600,2,170,55,4,10
13197,14428,2,180,76,3,25
13198,18976,1,164,82,2,26
13199,23166,2,180,73,3,18
13200,22611,2,162,67,3,15
13202,21926,1,147,45,2,4
13204,18715,1,157,58,1,13
13205,19140,1,159,64,1,4
13207,21961,2,170,87,1,24
13208,21879,2,174,80,1,14
13209,20964,1,162,72,4,26
13210,20568,1,155,,3,15
13212,18231,1,165,110,4,14
13213,20330,1,160,65,3,27
13214,20617,2,167,79,3,12
13216,16617,1,165,72,2,24
13218,14385,2,173,73,4,30
13219,23076,1,158,66,4,23
13220,16147,2,170,78,2,22
13221,21196,2,162,64,3,3
13222,14591,2,163,80,1,13
13223,23184,1,164,58,3,2
13224,20955,1,160,72,2,8
13227,14618,2,120,80,1,6
13228,20498,2,161,71,3,24
13229,20529,2,173,78,4,23
13230,19015,2,170,67,2,4
13231,21084,1,156,83,1,5
13234,21853,2,177,90,3,12
13235,18220,1,161,94,1,24
13236,22048,1,160,102,4,30
13237,18227,1,165,63,4,20
13238,22044,1,171,75,4,23
13241,18970,1,162,75,4,17
13242,21621,1,145,61,4,18
13244,19688,1,169,75,2,2
13245,16631,1,168,62,3,18
13246,19043,1,170,65,2,5
13247,22587,1,159,90,1,26
13248,21791,2,175,64,4,15
13249,16701,1,165,84,1,8
13250,22717,2,170,70,4,12
13253,19871,2,171,85,4,2
13254,18468,1,156,59,3,13
13255,21700,1,150,75,2,22
13258,20263,1,167,75,4,16
13259,18262,1,168,94,2,20
13261,21705,2,180,90,3,2
13263,18228,2,162,62,4,18
13264,18147,2,164,84,4,10
13265,20567,2,170,85,2,30
13266,20756,1,162,,4,28
13267,22707,1,175,75,4,4
13268,22610,2,158,75,1,16
13269,19087,1,153,67,2,6
13271,21817,1,153,103,1,10
13272,21324,1,150,67,4,29
13275,15389,2,165,65,4,23
13276,19140,1,153,65,3,30
13280,16826,1,158,70,4,28
13282,18057,1,159,64,2,30
13284,18978,1,165,98,2,20
13286,16662,1,153,50,2,27
13287,17492,1,168,75,2,7
13290,19023,2,158,60,3,10
13292,21270,1,160,68,3,16
13293,23189,1,169,69,4,16
13294,16674,1,164,68,4,14
13295,22836,1,165,69,1,2
13297,20919,2,160,77,2,12
13298,18887,2,170,64,2,2
13299,18307,1,160,60,2,20
13300,21342,2,167,74,1,7
13301,21171,1,170,68,2,11
13302,19704,1,175,75,2,28
13303,15985,1,163,90,3,24
13304,19815,2,170,100,4,20
13305,18291,1,168,52,2,12
13306,21038,2,172,119,4,23
13307,18170,1,160,100,4,27
13311,21260,1,165,65,4,1
13312,21795,1,168,64,1,25
13313,14582,1,160,79,4,2
13319,18236,1,162,62,4,24
13320,17249,1,160,90,4,9
13322,15106,2,182,78,2,4
13324,18775,2,178,69,2,13
13326,21965,1,157,62,2,24
13327,15187,1,152,70,3,11
13328,23228,1,156,69,3,7
13329,22399,1,160,92,1,23
13330,17463,1,170,62,1,3
13332,21222,2,180,77,2,10
13333,20973,2,177,119,1,1
13335,23378,1,154,64,2,30
13337,15335,1,170,75,1,2
13339,23157,1,161,60,2,8
13340,22802,2,158,62,2,28
13341,18950,1,164,77,2,28
13343,18766,2,178,79,1,14
13345,18351,1,159,66,1,10
13347,14350,2,170,86,4,15
13348,19771,1,172,90,2,22
13349,19107,2,160,72,2,2
13350,15939,2,166,55,4,4
13351,15539,1,168,79,3,24
13352,23522,1,163,68,4,26
13354,16845,2,166,80,1,22
13355,15096,1,156,97,4,27
13357,21222,1,150,62,4,28
13358,21003,2,168,69,3,12
13359,17514,2,167,65,4,6
13360,22403,1,159,79,2,1
13361,15206,1,172,65,2,27
13363,23389,1,149,68,2,18
13364,18949,2,166,66,4,28
13365,21797,1,164,74,3,5
13368,21872,1,175,,3,25
13369,21967,2,158,65,3,1
13370,21147,1,155,60,4,14
13372,23365,2,155,59,1,14
13373,21229,1,167,89,2,11
13375,14566,1,155,79,4,23
13377,19185,1,167,66,2,13
13378,21947,1,164,71,3,8
13381,21055,2,165,80,4,14
13383,17527,2,160,90,1,27
13385,20413,2,169,73,2,2
13386,18205,2,180,87,3,12
13388,21750,2,175,80,1,13
13390,19517,1,160,90,2,28
13392,21112,1,167,79,4,2
13394,22507,2,170,76,4,8
13395,23371,1,160,94,1,23
13396,19779,2,165,72,4,9
13397,18764,1,165,85,1,22
13399,15457,1,160,80,1,16
13400,16294,2,180,100,1,22
13401,22687,1,169,65,3,15
13402,18932,2,171,93,4,8
13403,14410,2,182,130,4,18
13404,15236,1,155,63,2,13
13406,15392,1,155,65,1,26
13407,21322,1,165,70,1,8
13408,19678,1,158,79,2,3
13409,16698,1,164,59,4,28
13411,14534,1,164,68,4,6
13412,18902,1,156,67,4,15
13413,20242,1,169,69,3,25
13416,19116,2,185,70,3,18
13417,16001,1,158,108,1,4
13418,19648,1,166,,2,14
13422,21877,1,163,79,2,16
13423,16771,1,146,68,4,12
13427,18320,1,168,65,3,7
13428,21761,2,148,77,1,26
13430,21737,1,158,67,2,5
13431,22614,1,147,85,3,15
13432,17579,1,164,60,1,26
13433,20939,1,166,67,1,1
13434,21998,2,158,85,1,27
13436,17388,2,169,65,2,6
13438,21995,2,167,72,4,22
13441,18038,1,155,58,2,9
13442,19020,2,173,80,1,20
13443,22659,1,164,66,2,6
13444,19900,1,157,79,1,30
13445,18831,1,164,89,2,2
13446,19830,1,159,65,4,21
13447,19047,2,165,67,1,13
13448,19762,1,152,42,2,10
13449,19560,1,158,69,1,7
13450,23216,2,169,63,1,2
13451,17770,2,165,68,2,29
13453,21115,1,153,75,4,21
13454,20387,2,180,80,4,23
13455,19206,1,161,67,1,12
13456,18310,1,168,127,1,4
13457,15784,1,165,71,4,15
13458,16928,1,168,65,3,6
13459,19634,1,175,71,3,22
13460,22043,1,167,75,1,25
13461,18130,1,162,64,3,23
13462,18169,1,155,,3,11
13463,15189,1,148,66,3,23
13464,20746,1,160,60,2,1
13465,17663,1,153,87,3,22
13466,18969,1,156,84,4,10
13467,21899,1,170,68,4,8
13468,20310,1,150,63,3,26
13469,22676,1,170,80,1,17
13470,16103,2,172,71,3,27
13471,17647,2,175,65,4,3
13473,18842,1,160,83,4,29
13474,18110,1,158,78,3,16
13475,21831,1,158,53,3,3
13477,19522,1,160,52,4,25
13479,16165,1,164,80,1,28
13480,18836,2,165,62,4,20
13481,18812,1,163,83,1,26
13483,21667,2,188,110,3,13
13484,19650,2,175,76,4,14
13486,23118,2,170,63,1,17
13487,21147,1,164,62,1,13
13488,16589,1,166,69,1,1
13489,23138,1,145,75,3,1
13490,18769,1,162,64,2,9
13492,22595,2,174,83,4,21
13493,20322,1,160,80,2,19
13494,18921,1,161,73,4,18
13497,21348,2,158,58,1,29
13499,18806,2,168,69,3,17
13500,21807,2,172,88,4,23
13501,18968,1,159,55,4,28
13502,17502,1,158,92,1,6
13503,22695,2,163,85,2,18
13504,22357,2,173,87,3,29
13505,22052,1,170,74,3,30
13506,21923,2,178,72,4,12
13507,22555,1,151,74,4,14
13509,21223,1,178,87,4,29
13510,19640,1,157,64,3,9
13512,17291,1,178,87,4,24
13514,21329,1,167,92,1,1
13515,22443,1,158,64,3,21
13516,18318,1,156,68,3,24
13518,20958,2,172,40,2,19
13519,21978,2,159,56,2,16
13520,19647,1,156,60,2,8
13521,14623,1,164,70,2,10
13522,20369,1,145,56,3,14
13523,14433,2,175,75,4,3
13525,22431,1,173,89,2,22
13526,14723,2,165,62,3,19
13527,18114,1,163,62,4,13
13528,19644,1,160,54,3,10
13531,23086,1,165,87,2,12
13532,18507,1,163,65,1,23
13533,21289,2,170,80,3,29
13534,20525,1,155,68,2,2
13535,23530,1,160,52,1,22
13536,18071,1,170,82,4,29
13537,21246,1,167,65,1,6
13538,19699,1,168,,1,14
13540,19657,1,160,93,2,21
13541,23170,2,165,,1,24
13542,21201,1,166,80,2,14
13543,20350,1,159,55,1,18
13544,22366,1,163,90,2,4
13545,20309,2,172,88,3,22
13548,19897,2,166,70,2,1
13549,14578,2,174,72,1,30
13550,17467,2,160,83,2,3
13551,21394,1,170,78,2,30
13552,18820,1,172,82,3,12
13553,16032,1,155,63,4,25
13554,19176,1,160,58,4,25
13555,16587,1,164,77,4,24
13556,17464,2,170,69,1,11
13558,19679,2,165,102,1,9
13559,21312,1,160,62,2,10
13560,22795,2,166,70,3,12
13562,20973,1,150,52,4,13
13564,21906,1,167,59,1,16
13565,21000,1,166,70,1,1
13566,23154,1,155,55,4,4
13567,16011,1,169,74,4,11
13569,16885,1,165,75,2,14
13570,21179,1,159,108,2,9
13571,18715,2,165,70,2,28
13573,20953,2,163,102,2,1
13574,23343,1,164,70,2,24
13576,18197,1,161,,3,12
13578,18931,1,161,65,1,16
13579,16784,1,160,84,3,7
13581,22708,2,166,65,4,28
13582,19593,1,165,82,4,9
13583,15176,1,160,89,1,25
13584,20762,1,167,75,4,3
13587,20457,2,175,73,3,15
13592,14785,2,180,80,3,22
13593,15277,1,166,96,3,20
13594,17454,2,165,68,2,28
13595,23261,1,160,65,4,5
13599,19543,2,169,79,2,6
13600,21691,1,153,81,3,7
13602,21972,1,170,70,1,26
13603,15134,1,165,55,4,3
13606,21242,1,164,51,3,17
13607,20949,1,171,,2,27
13608,17999,2,166,76,3,2
13609,22667,1,160,70,4,14
13610,21169,1,166,85,3,10
13612,19670,1,168,74,4,4
13613,21819,1,156,70,4,21
13615,20250,1,161,83,4,2
13616,22659,1,155,87,3,20
13617,20343,1,164,87,3,10
13618,21733,1,156,76,2,20
13620,18326,2,180,77,2,17
13622,18267,1,160,,2,28
13623,17603,1,155,80,1,9
13625,19912,1,167,108,2,22
13627,22448,1,156,64,3,18
13630,23228,1,160,69,2,21
13631,18009,1,164,69,4,18
13635,21041,2,161,94,4,13
13636,16890,1,165,70,4,17
13638,16171,1,168,79,2,23
13639,16092,2,178,92,2,2
13640,18926,1,159,74,3,7
13644,21284,2,169,90,4,11
13645,20652,2,176,108,4,13
13647,16871,1,153,73,1,6
13648,16752,1,160,80,4,5
13649,21006,1,163,72,1,11
13651,23391,1,150,76,2,21
13653,19816,1,165,68,1,22
13655,21640,1,166,71,4,16
13656,20414,1,154,84,1,6
13658,20624,2,173,70,1,16
13659,18081,2,180,95,2,2
13660,21710,1,163,78,2,20
13663,21970,2,165,85,4,28
13664,18251,1,156,49,2,3
13665,19744,1,165,79,4,20
13668,21992,1,157,59,3,7
13670,15471,1,165,65,4,5
13671,23053,1,160,83,2,5
13674,19111,1,170,68,1,20
13675,21281,1,163,76,1,24
13676,20521,2,164,75,3,9
13677,23110,1,154,67,4,4
13678,19865,2,161,130,2,5
13679,21045,1,153,62,1,4
13680,18993,1,152,58,3,30
13682,18266,1,176,86,4,2
13684,19597,1,150,50,4,2
13685,20986,2,167,65,4,21
13686,20664,1,153,59,3,8
13688,21081,2,180,80,4,17
13689,22624,1,161,84,1,6
13691,22482,2,120,,2,7
13692,15583,1,165,65,3,2
13693,15786,1,162,91,4,11
13695,15295,1,153,91,2,4
13696,19515,1,184,134,3,26
13699,17034,1,168,70,4,16
13700,21012,1,158,44,3,1
13702,18072,1,166,75,1,9
13703,22357,2,165,75,1,8
13704,20528,1,165,67,4,15
13706,21385,1,156,63,2,18
13707,22371,2,170,74,3,18
13708,17527,1,160,80,2,21
13709,18762,1,160,58,1,5
13710,22585,1,165,67,3,11
13712,22757,1,166,56,4,23
13713,19967,1,168,100,2,28
13714,19815,1,157,86,4,26
13715,21010,1,164,65,2,21
13718,23331,1,169,65,3,24
13721,15162,2,169,72,1,5
13722,15127,1,163,88,1,8
13723,21854,2,167,99,2,26
13726,15971,1,180,83,2,19
13728,17571,2,168,75,4,5
13730,21112,1,163,64,3,29
13731,20450,1,156,78,4,27
13732,19530,1,163,,1,27
13733,15160,1,171,80,4,4
13734,18980,2,178,78,1,23
13735,17631,2,165,70,4,19
13737,21313,1,166,80,3,13
13738,22150,2,168,62,2,24
13739,16821,2,171,69,1,14
13740,22664,1,168,59,1,11
13741,18206,2,170,70,1,27
13743,17260,1,155,54,4,4
13744,14816,1,165,65,4,19
13745,15247,2,180,72,3,14
13748,17624,2,178,,1,27
13750,23384,1,156,64,2,15
13752,18153,1,162,,3,4
13754,17989,2,171,82,3,16
13755,17436,1,156,68,1,29
13756,16013,1,164,74,3,7
13757,19076,2,167,76,2,24
13758,16779,2,170,78,3,11
13759,16872,1,167,87,3,4
13760,17354,1,166,74,4,25
13763,14572,2,167,65,1,14
13764,19599,1,155,82,1,20
13765,19811,1,164,78,3,16
13766,20423,1,152,65,3,7
13767,20467,1,165,59,3,7
13768,18173,1,165,77,2,1
13769,14739,1,163,73,3,19
13771,22767,1,177,75,2,1
13773,18276,2,174,77,4,28
13774,22754,2,168,71,1,6
13775,19125,2,170,52,1,29
13776,14657,2,170,68,4,19
13777,18467,1,146,45,4,3
13778,19752,1,168,70,1,15
13779,20400,2,172,71,3,11
13781,22609,1,169,69,3,16
13783,19100,1,175,78,1,25
13785,18242,1,165,65,2,29
13787,14481,1,156,89,4,8
13789,15894,1,169,85,1,28
13791,17635,2,156,61,1,28
13793,16815,1,159,58,3,7
13795,20336,2,165,58,2,19
13798,20320,1,158,53,2,20
13799,15361,1,160,68,4,9
13801,22024,1,168,65,4,14
13802,22456,1,154,64,3,3
13803,19682,2,165,70,2,21
13804,15274,1,178,105,1,15
13805,22524,2,168,,3,7
13806,19562,1,170,80,2,23
13807,21148,2,169,80,3,22
13808,21091,1,156,68,4,15
13811,20963,1,152,63,4,25
13813,18837,1,152,57,3,11
13816,19668,1,151,64,2,11
13818,21396,1,157,70,3,1
13822,21879,1,152,67,3,23
13823,15935,1,173,70,3,25
13824,17974,1,154,66,3,7
13826,18959,1,168,86,1,14
13827,21225,2,176,84,2,27
13828,21361,1,169,103,1,4
13829,16756,1,153,58,2,8
13830,21228,1,158,67,2,25
13831,14594,1,166,69,2,7
13832,18316,2,165,88,2,30
13833,19047,2,166,63,3,11
13834,23269,2,170,106,1,25
13835,16011,2,170,89,4,28
13837,21157,1,160,100,4,28
13838,21185,1,157,76,1,22
13839,18261,1,158,56,2,12
13841,19690,2,163,55,2,5
13842,16769,1,164,105,2,30
13843,19858,2,167,72,1,21
13844,20939,1,160,85,3,7
13847,20362,1,148,,1,8
13848,15406,1,160,63,3,5
13849,16846,2,179,74,1,16
13850,21311,2,170,75,2,6
13851,17519,1,156,75,4,11
13852,19728,2,162,65,1,15
13853,17375,1,154,83,4,29
13854,18201,1,169,59,4,5
13857,21976,2,168,71,2,9
13858,18870,1,154,65,3,21
13859,21328,1,156,55,2,13
13860,20416,1,168,78,4,19
13861,19842,1,163,66,3,16
13863,18356,1,168,72,2,20
13864,18267,1,165,80,2,4
13866,21223,1,158,54,2,24
13868,22404,1,154,60,1,11
13869,18415,2,178,75,4,4
13874,16015,2,167,,3,7
13876,19702,2,167,,2,14
13877,19516,1,157,73,3,13
13878,17432,2,169,84,4,15
13879,20419,1,154,55,2,29
13880,21877,2,173,75,4,3
13883,20383,1,152,56,1,15
13884,16792,2,158,69,3,12
13885,22005,1,167,100,2,17
13887,22685,1,159,84,3,4
13889,20552,2,178,88,1,3
13890,15915,1,169,67,2,28
13891,18233,1,170,80,3,28
13892,14814,2,165,60,4,5
13893,22629,1,151,65,1,11
13894,21242,2,158,61,4,30
13895,20494,2,169,63,2,18
13897,14456,1,161,65,2,3
13898,17561,1,158,83,2,28
13899,21323,1,175,80,4,15
13900,16844,1,160,60,4,3
13902,15392,2,151,70,4,15
13903,21872,2,170,91,1,30
13904,21121,2,163,75,4,16
13905,20994,2,170,92,1,24
13907,18295,1,174,69,4,18
13910,20374,1,154,65,2,20
13911,15135,2,165,86,2,20
13912,16075,2,162,,2,26
13914,18977,1,154,80,2,21
13915,18555,1,166,71,3,23
13918,18473,2,176,80,3,11
13919,22683,1,168,78,3,21
13920,16529,1,167,74,3,9
13921,18304,1,170,70,1,20
13922,21724,1,162,65,4,26
13924,20592,1,165,60,4,24
13925,20350,1,147,52,1,22
13927,18779,2,170,83,1,5
13929,20365,2,174,80,4,8
13930,21176,1,156,64,1,29
13931,18942,1,167,88,2,14
13933,19539,2,168,59,1,12
13935,14415,2,170,68,1,1
13937,14396,2,165,62,4,20
13938,20400,1,159,69,1,21
13939,21170,1,164,85,2,25
13940,18173,1,151,81,3,1
13941,19083,1,156,71,2,24
13942,22769,2,130,90,3,17
13943,21802,1,166,125,2,30
13946,19536,1,170,80,3,8
13947,19478,1,160,80,1,3
13950,14609,2,173,88,4,1
13951,21622,1,165,65,2,30
13952,18326,1,162,98,1,29
13955,15097,2,178,82,1,20
13956,15851,2,192,101,4,12
13958,16862,1,162,86,4,3
13960,21991,1,160,92,2,11
13961,23666,2,165,70,2,25
13962,20442,1,156,59,2,18
13963,18362,2,160,60,1,10
13964,18056,1,164,70,1,18
13965,21172,1,169,87,3,18
13966,17421,1,162,63,1,16
13967,21845,1,149,68,1,14
13969,21092,1,152,58,2,28
13970,16724,1,147,56,1,25
13971,20337,1,165,80,4,11
13973,16701,2,176,91,3,1
13974,18277,2,168,58,3,3
13975,19685,1,149,56,4,21
13976,22112,2,162,66,1,19
13977,21242,1,158,78,2,4
13979,15961,2,177,106,4,12
13981,15991,1,164,98,2,8
13982,22510,2,163,63,3,7
13983,22486,2,157,60,4,20
13985,19840,2,175,80,3,29
13988,19663,1,169,65,1,3
13992,18136,1,165,61,1,1
13993,21248,2,172,71,2,7
13995,19139,1,168,69,1,18
13998,21319,2,176,82,4,2
13999,18896,2,180,91,1,3
14001,19724,2,172,75,4,29
14002,19694,2,170,72,2,17
14003,20631,2,165,78,3,19
14004,16120,2,170,67,1,15
14006,15987,1,152,53,4,3
14008,16725,1,157,54,2,14
14009,15148,1,156,46,1,7
14013,18897,1,158,80,2,25
14014,15956,1,159,77,3,12
14015,22602,2,167,73,4,6
14016,16984,2,161,62,4,3
14017,22895,1,161,43,2,20
14018,21738,1,156,62,4,4
14019,21962,2,160,60,2,26
14020,20341,2,185,100,4,26
14022,21343,1,155,58,4,7
14023,15807,1,160,78,3,2
14024,19102,2,168,80,3,5
14026,20495,1,165,71,1,25
14027,21947,1,169,72,1,15
14028,21573,1,162,89,4,5
14029,16189,2,170,96,4,7
14030,21070,1,146,78,4,14
14031,18022,1,167,65,2,20
14032,19726,2,169,89,4,7
14033,18161,1,154,83,2,21
14035,23270,1,165,56,4,19
14037,15602,2,180,80,2,22
14040,16076,2,180,75,1,18
14041,21350,1,158,71,2,23
14042,19813,1,171,80,3,14
14044,23121,1,165,67,3,14
14045,16751,1,170,75,2,1
14046,16846,2,174,60,3,21
14047,16581,1,162,99,2,8
14048,22541,1,158,63,1,28
14049,21023,1,151,104,4,24
14050,17426,2,176,67,1,26
14054,23126,1,168,71,3,27
14056,22590,1,160,60,3,15
14057,16749,1,160,52,1,19
14059,21003,2,172,74,1,10
14060,21968,1,160,60,2,26
14061,16633,2,170,68,3,29
14062,15425,1,161,77,4,1
14063,22664,1,160,60,4,12
14065,22488,2,174,70,3,8
14068,19055,1,152,59,2,9
14069,21222,1,160,50,4,13
14070,19556,1,165,66,4,22
14072,16141,1,158,56,3,28
14073,18892,2,164,65,1,22
14076,22076,2,170,76,1,27
14077,17318,1,175,113,3,1
14078,18366,2,174,65,2,8
14079,15931,2,166,,3,26
14081,20449,1,164,58,1,28
14082,15508,1,176,65,3,10
14083,20438,1,153,60,4,12
14084,16274,1,174,70,4,14
14085,21161,1,156,60,4,11
14086,15370,1,162,70,3,12
14088,19649,1,166,80,4,11
14090,20919,1,163,72,3,12
14091,14753,2,181,69,4,29
14092,16075,1,157,61,1,25
14094,20554,1,158,62,3,8
14097,18758,2,164,55,1,13
14098,20219,2,177,82,4,18
14101,14644,2,170,,3,4
14102,22555,1,158,88,1,8
14103,15432,2,173,70,2,7
14104,22427,1,157,83,2,24
14105,23277,1,159,76,4,21
14106,21346,2,158,63,2,12
14107,21244,1,164,82,3,17
14108,16072,1,145,,2,14
14109,16177,1,164,80,3,1
14110,16178,1,168,,2,17
14111,20731,1,165,60,2,28
14112,22398,2,170,68,2,6
14114,19590,2,173,73,3,20
14115,22620,1,161,115,2,28
14117,21882,1,158,72,4,13
14119,19595,1,148,68,3,26
14120,16808,1,164,80,4,24
14121,16949,2,162,70,3,16
14122,16141,2,176,75,2,9
14124,23417,1,164,96,3,23
14125,18996,2,168,74,3,5
14126,22583,1,152,57,4,12
14127,17303,1,165,67,2,30
14128,19919,1,170,79,2,5
14129,15414,1,160,72,2,13
14130,15841,1,160,60,4,14
14131,15485,1,171,101,2,14
14132,17676,1,168,80,1,25
14133,21304,2,168,72,1,10
14135,17781,1,165,69,3,21
14136,22010,1,175,78,1,30
14137,14739,2,175,76,3,13
14138,23265,2,168,96,1,10
14141,21190,1,155,77,4,26
14142,16843,1,169,60,4,17
14143,14655,1,159,99,1,11
14144,23208,1,159,106,2,28
14145,19761,2,170,94,1,21
14146,22794,1,153,,4,6
14147,20488,1,161,83,1,14
